date,well_name,on_stream_hrs,bhp,downhole_temp,annulus_p,choke_size,whp,wht,cum_oil,cum_form_gas,cum_total_gas,cum_water,oil_day,gas_day,water_day,max_bhp,Reservoir Name,Initial_PSI,Bubble_PSI,Current_PSI,Solution_GOR,Formation_Factor,Reservoir Type,Flow Mechanism,Production Stability,gor_plot,GOR_Trend_Class,watercut,Watercut_Trend_Class,pi,PI_Trend_Class
2014-03-16,1,24.0,2938.0,208.017,1023.26,46.06907,1018.87,112.763,21000.0,20605.0,28561.0,0.0,824.0,1098.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3325242718446602,aSolGOR,0.0,Incre,-0.652931854199683,Incre
2014-03-17,1,24.0,2950.0,207.91,1039.04,45.52558,1006.03,111.069,21769.0,21387.0,29586.0,0.0,769.0,1025.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3328998699609882,aSolGOR,0.0,Incre,-0.6152,Incre
2014-03-18,1,24.0,2961.0,207.82,1045.25,44.94514,1005.84,107.157,22509.0,22141.0,30665.0,0.0,740.0,1079.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4581081081081082,aSolGOR,0.0,Incre,-0.5972558514931396,Incre
2014-03-19,1,24.0,2944.0,207.86,1041.88,43.80723,1023.26,108.258,23223.0,22865.0,31634.0,0.0,714.0,969.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3571428571428572,aSolGOR,0.0,Incre,-0.5684713375796179,Incre
2014-03-20,1,24.0,2948.0,207.807,998.181,44.92695,991.898,98.741,23966.0,23616.0,32620.0,0.0,743.0,986.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3270524899057874,aSolGOR,0.0,Incre,-0.5934504792332268,Incre
2014-03-21,1,24.0,2945.0,207.808,1015.3,44.95576,1021.3,98.413,24702.0,24353.0,33628.0,0.0,736.0,1008.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3695652173913044,aSolGOR,0.0,Incre,-0.5864541832669322,Incre
2014-03-22,1,24.0,2918.0,207.92,1039.71,45.67459,1003.48,106.659,25485.0,25128.0,34725.0,0.0,783.0,1097.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4010217113665389,aSolGOR,0.0,Incre,-0.6107644305772231,Incre
2014-03-23,1,24.0,2872.0,208.104,1006.43,46.33671,926.685,106.526,26320.0,25953.0,35887.0,0.0,835.0,1162.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3916167664670658,aSolGOR,0.0,Incre,-0.6287650602409639,Incre
2014-03-24,1,24.0,2877.0,208.057,1032.84,45.72187,942.691,109.386,27109.0,26724.0,36973.0,0.0,789.0,1086.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.376425855513308,aSolGOR,0.0,Incre,-0.5963718820861678,Incre
2014-03-25,1,24.0,2873.0,208.054,1033.23,45.72819,965.109,109.199,27892.0,27493.0,38026.0,0.0,783.0,1053.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3448275862068966,aSolGOR,0.0,Incre,-0.5900527505651846,Incre
2014-03-26,1,24.0,2872.0,208.042,977.895,45.12885,920.95,104.153,28636.0,28232.0,39045.0,0.0,744.0,1019.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3696236559139785,aSolGOR,0.0,Incre,-0.5602409638554217,Incre
2014-03-27,1,24.0,2871.0,208.044,983.889,44.90033,946.17,106.273,29371.0,28985.0,40085.0,0.0,735.0,1040.0,0.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4149659863945578,aSolGOR,0.0,Incre,-0.5530474040632054,Incre
2014-03-28,1,24.0,2869.0,208.068,1009.4,44.8957,951.169,99.418,30114.0,29745.0,41080.0,93.0,743.0,995.0,93.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.339165545087483,aSolGOR,0.11124401913875598,Incre,-0.5582268970698723,Incre
2014-03-29,1,24.0,2870.0,208.094,1011.73,44.85489,940.647,107.804,30861.0,30508.0,42141.0,194.0,747.0,1061.0,101.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4203480589022757,aSolGOR,0.11910377358490566,Incre,-0.5616541353383459,Incre
2014-03-30,1,24.0,2871.0,208.127,1037.59,44.87383,933.326,108.608,31611.0,31252.0,43136.0,295.0,750.0,995.0,101.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3266666666666667,aSolGOR,0.11868390129259694,Incre,-0.5643340857787811,Incre
2014-03-31,1,24.0,2871.0,208.157,1004.72,44.87715,943.816,108.417,32338.0,32001.0,44191.0,381.0,727.0,1055.0,86.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4511691884456672,aSolGOR,0.1057810578105781,Incre,-0.547027840481565,Incre
2014-04-01,1,24.0,2871.0,208.183,980.023,44.83954,912.179,108.727,33054.0,32746.0,45253.0,472.0,716.0,1062.0,91.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4832402234636872,aSolGOR,0.1127633209417596,Incre,-0.5387509405568096,Incre
2014-04-02,1,24.0,2861.0,207.368,1031.99,44.82855,921.461,109.021,33749.0,33465.0,46251.0,549.0,695.0,998.0,77.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4359712230215826,aSolGOR,0.09974093264248704,Incre,-0.5190440627333831,Incre
2014-04-03,1,24.0,2871.0,208.225,955.613,44.82861,907.426,110.006,34448.0,34188.0,47196.0,627.0,699.0,945.0,78.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.351931330472103,aSolGOR,0.10038610038610038,Incre,-0.5259593679458239,Incre
2014-04-04,1,24.0,2871.0,208.244,975.262,44.84463,922.008,109.531,35152.0,34920.0,48236.0,704.0,704.0,1040.0,77.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4772727272727273,aSolGOR,0.09859154929577464,Incre,-0.5297215951843491,Incre
2014-04-05,1,24.0,2871.0,208.263,956.884,44.82118,932.209,109.151,35868.0,35664.0,49229.0,783.0,716.0,993.0,79.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3868715083798884,aSolGOR,0.09937106918238994,Incre,-0.5387509405568096,Incre
2014-04-06,1,24.0,2871.0,208.278,1045.96,44.87684,941.294,109.698,36592.0,36417.0,50307.0,864.0,724.0,1078.0,81.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.488950276243094,aSolGOR,0.10062111801242236,Incre,-0.54477050413845,Incre
2014-04-07,1,22.0,2888.0,207.998,1027.35,40.462,912.853,101.978,37052.0,36897.0,50986.0,910.0,460.0,679.0,46.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4760869565217392,aSolGOR,0.09090909090909091,Incre,-0.35060975609756095,Incre
2014-04-08,1,24.0,2874.0,208.23,964.369,44.80739,928.006,105.359,37767.0,37635.0,52000.0,990.0,715.0,1014.0,80.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4181818181818182,aSolGOR,0.10062893081761007,Incre,-0.5392156862745098,Incre
2014-04-09,1,24.0,2888.0,208.223,1006.67,44.77259,911.788,106.385,38474.0,38368.0,53053.0,1070.0,707.0,1053.0,80.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4893917963224894,aSolGOR,0.10165184243964422,Incre,-0.5388719512195121,Incre
2014-04-10,1,24.0,2885.0,208.243,1002.12,45.63032,882.554,107.141,39151.0,39068.0,54033.0,1161.0,677.0,980.0,91.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.447562776957164,aSolGOR,0.11848958333333333,Incre,-0.5148288973384031,Incre
2014-04-11,1,24.0,2881.0,208.266,999.747,45.78662,914.421,110.547,39841.0,39770.0,55029.0,1253.0,690.0,996.0,92.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4434782608695653,aSolGOR,0.11764705882352941,Incre,-0.5231235784685367,Incre
2014-04-12,1,24.0,2879.0,208.278,1001.86,45.77828,899.698,110.668,40536.0,40476.0,56002.0,1345.0,695.0,973.0,92.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4,aSolGOR,0.11689961880559085,Incre,-0.526116578349735,Incre
2014-04-13,1,24.0,2878.0,208.292,960.206,45.73746,937.117,103.878,41226.0,41179.0,57000.0,1436.0,690.0,998.0,91.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4463768115942028,aSolGOR,0.11651728553137004,Incre,-0.5219364599092284,Incre
2014-04-14,1,24.0,2882.0,208.273,1010.32,45.11716,916.054,107.5,41873.0,41849.0,57889.0,1521.0,647.0,889.0,85.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3740340030911902,aSolGOR,0.11612021857923498,Incre,-0.49089529590288317,Incre
2014-04-15,1,24.0,2850.0,208.396,1029.15,46.38075,873.99,107.216,42619.0,42614.0,58927.0,1615.0,746.0,1038.0,94.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3914209115281502,aSolGOR,0.11190476190476191,Incre,-0.5525925925925926,Incre
2014-04-16,1,24.0,2812.0,208.519,984.393,47.26594,860.713,118.025,43424.0,43434.0,60053.0,1717.0,805.0,1126.0,102.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3987577639751554,aSolGOR,0.11245865490628446,Incre,-0.579971181556196,Incre
2014-04-17,1,24.0,2803.0,208.512,1001.08,46.816,890.455,119.164,44243.0,44281.0,61182.0,1774.0,819.0,1129.0,57.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3785103785103785,aSolGOR,0.06506849315068493,Incre,-0.5862562634216177,Incre
2014-04-18,1,24.0,2817.0,208.462,975.715,46.56574,850.949,115.084,45024.0,45092.0,62314.0,1828.0,781.0,1132.0,54.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4494238156209986,aSolGOR,0.06467065868263473,Incre,-0.5647143890093999,Incre
2014-04-19,1,24.0,2804.0,208.476,963.638,46.59911,849.035,116.854,45810.0,45909.0,63452.0,1883.0,786.0,1138.0,55.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4478371501272265,aSolGOR,0.06539833531510107,Incre,-0.5630372492836676,Incre
2014-04-20,1,24.0,2811.0,208.433,953.461,46.30816,876.962,114.877,46568.0,46691.0,64544.0,1935.0,758.0,1092.0,52.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4406332453825859,aSolGOR,0.06419753086419754,Incre,-0.5457163426925846,Incre
2014-04-21,1,24.0,2820.0,208.399,1034.75,46.19525,876.586,113.63,47294.0,47444.0,65605.0,1985.0,726.0,1061.0,50.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4614325068870524,aSolGOR,0.06443298969072164,Incre,-0.5260869565217391,Incre
2014-04-22,1,24.0,2819.0,208.397,1019.91,46.21067,869.387,113.713,48018.0,48192.0,66630.0,2037.0,724.0,1025.0,52.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4157458563535912,aSolGOR,0.06701030927835051,Incre,-0.5242577842143374,Incre
2014-04-23,1,24.0,2816.0,208.398,952.197,46.17896,844.82,112.058,48734.0,48937.0,67702.0,2090.0,716.0,1072.0,53.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4972067039106145,aSolGOR,0.06892067620286085,Incre,-0.5173410404624278,Incre
2014-04-24,1,24.0,2813.0,208.408,999.955,46.15762,855.585,113.391,49444.0,49675.0,68732.0,2141.0,710.0,1030.0,51.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4507042253521127,aSolGOR,0.06701708278580815,Incre,-0.5118961788031723,Incre
2014-04-25,1,24.0,2810.0,208.419,956.458,46.18286,862.78,113.773,50152.0,50407.0,69735.0,2191.0,708.0,1003.0,50.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4166666666666667,aSolGOR,0.06596306068601583,Incre,-0.5093525179856115,Incre
2014-04-26,1,24.0,2805.0,208.428,1024.65,46.19123,859.629,113.35,50855.0,51128.0,70762.0,2243.0,703.0,1027.0,52.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.460881934566145,aSolGOR,0.06887417218543046,Incre,-0.5039426523297491,Incre
2014-04-27,1,24.0,2804.0,208.432,1041.64,46.22994,814.779,112.553,51551.0,51847.0,71702.0,2294.0,696.0,940.0,51.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3505747126436782,aSolGOR,0.06827309236947791,Incre,-0.498567335243553,Incre
2014-04-28,1,24.0,2804.0,208.42,952.984,46.19908,848.853,111.76,52209.0,52527.0,72640.0,2389.0,658.0,938.0,95.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.425531914893617,aSolGOR,0.12616201859229748,Incre,-0.4713467048710602,Incre
2014-04-29,1,24.0,2803.0,208.426,951.404,45.17052,810.694,112.738,52785.0,53126.0,73445.0,2468.0,576.0,805.0,79.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.3975694444444444,aSolGOR,0.12061068702290076,Incre,-0.41231209735146745,Incre
2014-04-30,1,16.58,2865.0,207.373,962.377,42.68,862.14,99.565,53155.0,53515.0,74002.0,2520.0,370.0,557.0,52.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.5054054054054054,aSolGOR,0.12322274881516587,Incre,-0.27715355805243447,Incre
2014-05-01,1,23.83,2835.0,207.683,972.236,43.04385,795.643,101.586,53574.0,53960.0,74641.0,2579.0,419.0,639.0,59.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.5250596658711217,aSolGOR,0.12343096234309624,Incre,-0.306959706959707,Incre
2014-05-02,1,24.0,2807.0,208.417,975.052,45.64181,803.691,109.288,54163.0,54581.0,75532.0,2671.0,589.0,891.0,92.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.5127334465195246,aSolGOR,0.13509544787077826,Incre,-0.42282842785355346,Incre
2014-05-03,1,24.0,2809.0,208.452,1037.28,45.42671,814.404,109.708,54734.0,55183.0,76371.0,2752.0,571.0,839.0,81.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4693520140105079,aSolGOR,0.12423312883435583,Incre,-0.4104960460100647,Incre
2014-05-04,1,24.0,2810.0,208.467,1048.8,44.453,776.097,109.761,55247.0,55724.0,77106.0,2824.0,513.0,735.0,72.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.432748538011696,aSolGOR,0.12307692307692308,Incre,-0.36906474820143886,Incre
2014-05-05,1,24.0,2811.0,208.478,1026.69,45.38335,786.516,110.13,55810.0,56317.0,77905.0,2903.0,563.0,799.0,79.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.419182948490231,aSolGOR,0.12305295950155763,Incre,-0.40532757379409645,Incre
2014-05-06,1,24.0,2811.0,208.485,1008.13,45.39574,801.666,103.285,56374.0,56911.0,78681.0,2981.0,564.0,776.0,78.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.375886524822695,aSolGOR,0.12149532710280374,Incre,-0.4060475161987041,Incre
2014-05-07,1,24.0,2810.0,208.493,969.933,45.39958,767.826,102.048,56940.0,57504.0,79489.0,3060.0,566.0,808.0,79.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4275618374558303,aSolGOR,0.12248062015503876,Incre,-0.4071942446043165,Incre
2014-05-08,1,24.0,2809.0,208.502,1028.43,45.44161,788.725,102.937,57503.0,58096.0,80312.0,3140.0,563.0,823.0,80.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4618117229129663,aSolGOR,0.12441679626749612,Incre,-0.404744787922358,Incre
2014-05-09,1,24.0,2807.0,208.507,959.934,45.45031,776.772,107.121,58067.0,58686.0,81144.0,3220.0,564.0,832.0,80.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.475177304964539,aSolGOR,0.12422360248447205,Incre,-0.4048815506101938,Incre
2014-05-10,1,24.0,2807.0,208.511,1008.6,45.45878,762.681,110.699,58630.0,59276.0,81987.0,3300.0,563.0,843.0,80.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.497335701598579,aSolGOR,0.12441679626749612,Incre,-0.40416367552045945,Incre
2014-05-11,1,24.0,2807.0,208.513,995.499,45.41983,746.5,108.215,59152.0,59824.0,82719.0,3454.0,522.0,732.0,154.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4022988505747127,aSolGOR,0.22781065088757396,Incre,-0.3747307968413496,Incre
2014-05-12,1,24.0,2806.0,208.518,970.584,45.39961,732.518,111.961,59675.0,60372.0,83482.0,3701.0,523.0,763.0,247.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4588910133843211,aSolGOR,0.3207792207792208,Incre,-0.3751793400286944,Incre
2014-05-13,1,24.0,2808.0,208.52,1025.11,45.40286,748.638,109.935,60197.0,60919.0,84228.0,3949.0,522.0,746.0,248.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4291187739463602,aSolGOR,0.3220779220779221,Incre,-0.375,Incre
2014-05-14,1,24.0,2808.0,208.525,1033.57,45.38789,739.313,111.967,60688.0,61435.0,84947.0,4161.0,491.0,719.0,212.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.464358452138493,aSolGOR,0.3015647226173542,Incre,-0.35272988505747127,Incre
2014-05-15,1,24.0,2808.0,208.527,962.675,45.3841,713.246,109.93,61180.0,61947.0,85683.0,4415.0,492.0,736.0,254.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4959349593495934,aSolGOR,0.34048257372654156,Incre,-0.35344827586206895,Incre
2014-05-16,1,24.0,2812.0,208.523,973.408,45.45363,739.351,110.694,61668.0,62458.0,86369.0,4619.0,488.0,686.0,204.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4057377049180328,aSolGOR,0.2947976878612717,Incre,-0.3515850144092219,Incre
2014-05-17,1,24.0,2816.0,208.51,1025.02,45.39646,714.51,111.543,62150.0,62961.0,87062.0,4818.0,482.0,693.0,199.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.437759336099585,aSolGOR,0.2922173274596182,Incre,-0.34826589595375723,Incre
2014-05-18,1,24.0,2818.0,208.488,971.278,45.59258,685.662,110.905,62642.0,63476.0,87755.0,5034.0,492.0,693.0,216.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4085365853658536,aSolGOR,0.3050847457627119,Incre,-0.35600578871201155,Incre
2014-05-19,1,24.0,2806.0,208.527,979.586,46.4488,704.146,110.34,63118.0,63971.0,88403.0,5280.0,476.0,648.0,246.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.361344537815126,aSolGOR,0.3407202216066482,Incre,-0.34146341463414637,Incre
2014-05-20,1,24.0,2803.0,208.536,1023.33,46.32774,705.586,110.374,63584.0,64459.0,89075.0,5524.0,466.0,672.0,244.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.44206008583691,aSolGOR,0.3436619718309859,Incre,-0.33357193987115247,Incre
2014-05-21,1,24.0,2803.0,208.539,1033.79,46.2821,689.889,108.304,64048.0,64943.0,89753.0,5766.0,464.0,678.0,242.0,4096.0,JANI,4500.0,4300.0,4200.0,1000.0,1.3,Undersat,GL,Unsteady,1.4612068965517242,aSolGOR,0.34277620396600567,Incre,-0.33214030064423766,Incre
